4900,6
9900,5
18800,96
21700,8
604700,111
8316500,2
1543900,11
8801400,115
111300,7
892200,8
8848000,1
419000,7
8880600,15
8886300,2
525200,1
565300,13
569200,5
582400,1
7692700,12
8919400,1
625900,13
978800,4
652700,27
3083700,3
719300,85
8957800,1
8960000,1
894900,1
2507200,4
8971700,1
1807500,3
8977800,1
650300,3
2172400,15
962300,1
9011400,2
6809200,4
9015800,7
152600,70
1071200,1
9042200,14
9044800,1
2603200,4
9067800,1
9078500,2
78400,5
9100200,1
1345800,35
2424100,8
9147600,3
4626000,15
9150300,2
1041400,13
9178800,1
9182200,3
1934700,1
1526500,1
4151000,20
9205500,2
9213800,3
1544600,54
1115300,8
9233200,1
1662500,5
1676700,1
1702800,1
1712300,1
3630100,1
1793400,1
9289600,4
9301700,1
1845100,1
1888000,1
2778900,4
9322100,2
9328300,2
1944300,1
932800,5
9369200,1
9372800,1
9389200,1
2414400,2
271000,1
9406000,2
2053300,1
2126800,1
135000,3
9421700,1
9431700,1
9447500,1
6637900,8
9464700,2
9478600,1
9499100,1
9510700,1
2387200,1
8043300,7
113000,8
2240300,1
6940100,5
11500,38
450000,31
19200,7
8773000,1
40900,4
47300,94
47900,790
65300,1
86400,1
869600,184
3668700,1
533500,34
35800,89
129100,1
8816400,23
8822800,20
145200,19
215100,1
3425900,10
1324300,7
733500,19
226200,34
297600,16
78700,1
1888900,19
277600,1
291000,1
8597100,4
213000,3
441000,7
8875300,1
2088200,1
8903000,1
5782900,24
627400,7
629400,16
8933100,1
5568400,1
552000,19
8949400,1
8955700,1
748200,6
1541600,25
937100,1
8983900,1
1887200,5
9011200,1
1022000,1
1039100,2
9027900,1
15100,23
2365000,2
9032000,2
1514900,36
9037400,2
9049300,1
1157100,6
9070600,1
9076500,1
2052500,6
9101000,1
1781300,6
1300600,16
9104700,1
9118100,2
1356700,2
9138700,1
9142600,1
9149100,4
1449800,14
1021900,3
9178700,1
9180600,3
1509200,119
1974300,1
1672100,1
1914000,7
9244100,1
9245900,2
5232300,9
999700,31
596900,2
9272300,1
1788800,1
9283500,1
9292200,1
9299900,4
1844700,13
9307200,1
1919400,1
1941800,2
931700,43
2274400,2
1979300,1
1989600,3
1110700,1
9363800,1
2034300,1
9368600,2
3128100,15
9374000,1
9381000,1
3217200,12
2079900,1
2107000,2
9415800,1
2188400,2
9432600,1
9434700,2
9435800,1
9435900,1
262700,4
2241000,2
3426400,2
2249200,1
9449600,1
4280300,4
3532000,3
2275200,1
1759700,3
9470700,4
3631900,1
5503600,1
4865000,1
1280200,4
11800,160
3152800,75
8770900,72
4492600,10
8776000,2
8776800,4
8785700,202
71600,5
954700,49
8799900,2
523100,9
405300,17
224400,6
8849700,1
450400,2
8861700,1
1287100,21
8880200,9
529800,3
245400,2
551300,78
3201800,31
8899600,1
4227100,1
3985400,7
1432300,46
1537800,28
613200,3
629900,45
673500,3
8942300,1
8944400,1
8957400,1
8972700,23
938600,2
944200,15
8992100,1
968500,1
3970000,20
9015000,17
1042200,5
1425400,4
6558500,7
1067600,1
9046600,1
779000,5
2152400,1
725200,12
663600,1
9086600,1
7459500,4
703400,1
1292200,19
9115100,1
9121000,3
9122500,1
9124700,1
7540000,4
1378700,1
9161200,4
5504000,1
4273000,3
9179600,7
1509000,140
1525600,1
1530600,3
1531300,3
1535600,4
1553200,48
9200400,1
3000,4
9212700,1
7481700,7
3213300,4
1605200,3
2132200,6
1612700,1
9220200,1
9221500,1
1619600,4
4629200,5
1722200,5
2828400,6
1450000,12
1746100,1
1751100,1
1805400,1
1838300,1
345000,1
9305100,54
9309900,2
9316700,1
5307700,2
9325800,1
9330400,1
9331900,1
9344100,1
4901900,2
4359400,1
2001200,1
9376400,1
2075900,9
9389400,4
2104700,1
9406500,1
2122000,1
9416900,1
9418300,3
4845700,13
7803400,6
9446900,1
9447800,2
936400,8
9468300,1
2307600,2
9496200,1
9514800,1
2395700,1
2116200,4
866600,4
531500,13
403600,39
8788200,1
7642900,5
1216100,6
2563300,77
85900,330
89900,17
91200,39
134800,16
186100,37
386400,16
3390400,55
1963500,5
3870300,1
232200,9
8849800,1
6820200,13
301200,16
413500,1
898100,26
965300,4
571700,7
286200,19
8922400,2
8927000,1
4208900,5
8936500,3
8939500,3
8947800,2
734700,1
1652400,4
78000,20
901100,35
950000,15
958900,2
5030500,2
6529500,231
984300,3
994400,2
9003500,5
1060500,15
1016600,1
1816900,11
1022200,37
9021000,1
9021800,1
9050100,1
3484400,3
5799400,1
9062100,2
1144500,14
1157200,2
9067400,1
1288100,45
6769600,2
9115600,1
1369600,1
3559600,2
9145300,1
2643400,1
9168900,2
1498500,36
1505000,157
1512800,3
9190100,2
9206100,1
1604100,19
9224100,2
9233600,1
9236700,1
9245600,1
610000,42
1823000,2
1736600,1
9261500,1
114000,7
1769600,1
9273400,1
9276400,1
1792500,1
9280000,1
1793900,1
9312000,1
1874900,1
9318300,1
9325900,1
9329700,4
8281400,1
9347400,1
9393400,1
9395800,1
3786400,4
2108000,7
9416100,1
9416600,1
2138700,3
2209500,1
9443100,1
9453400,1
2279600,1
2339500,18
2347200,4
2348600,1
2370800,1
9513200,5
2455300,2
410000,8
1097200,45
8779900,3
8783600,187
76000,4
388300,4
8815900,1
196100,117
197200,1
8863400,1
415000,2
2136800,2
8879600,4
524400,1
7142400,4
5394900,1
633400,64
857300,64
6690500,7
8929400,9
8940700,11
4968700,1
748800,43
4446900,9
932200,62
9014700,1
1082200,2
3963200,6
9051600,1
9063300,1
9069900,15
9079600,2
5802500,6
1290800,127
1314900,30
1316400,2
9118200,1
1356500,1
36100,1
1393700,1
9156200,1
9186000,1
628700,12
1535300,8
4908100,1
8490900,1
9196500,1
9199500,4
1582200,1
1606000,2
9217400,4
1618900,1
1628100,5
1755000,2
1657800,7
5417400,8
1747500,1
1780000,24
9284000,1
9288200,1
9298100,1
1853300,6
9315100,3
2292200,14
9335700,1
9345100,1
1761100,1
9373400,6
9374800,1
2293100,3
3377100,23
2085800,2
2086400,1
2091700,2
2128400,2
675000,12
4000,3
2138100,40
9426700,1
2426500,1
3270600,6
9446300,1
9448900,1
9454100,1
756500,1
9458400,1
9462800,1
2331600,1
1662200,10
2334800,2
9506800,4
9507900,1
9508600,3
2440500,2
9536000,1
2341300,1
8765500,25
1012100,68
2319400,7
8780900,1
1982300,28
1908200,36
8789300,1
66800,3
8789600,1
3100100,6
8800200,2
1036600,35
128700,2
8817500,2
1065500,3
8830200,8
223800,1
8837000,4
8837100,5
229400,4
232600,1
235400,32
129600,8
3048700,3
429300,4
450500,11
3672600,4
6682800,2
8891200,1
568300,1
8917400,2
8920500,1
1448800,19
8933900,2
676100,2
676800,20
8943000,4
730100,21
8968100,2
922900,1
8979600,1
1293900,18
5614100,2
950900,32
8993400,1
8997700,1
7586200,3
9025600,1
1054700,1
9032400,6
5582600,2
7353600,3
6817800,1
1694600,7
1159600,2
1677800,1
9072200,2
1203700,6
9090600,2
4153000,8
9093100,1
7487000,3
1278500,4
6821000,4
1317400,71
9130700,1
39000,333
8567400,5
1486100,1
1200500,23
9195700,2
1572700,1
9212100,1
1238100,3
9230300,23
1665500,24
9238900,2
1670100,2
9239400,1
3641400,1
9244300,1
1712000,2
1753100,8
9272200,1
2335800,2
1774800,2
2901200,2
1438500,13
3047200,10
9295600,1
1868400,1
9314200,1
110100,3
1910700,1
9342700,1
1975000,1
9351100,2
1982800,6
1986400,1
2021400,3
9388600,1
9428300,3
383900,15
4593600,3
82500,12
9483400,1
9484300,2
3158900,1
2017300,1
9497600,1
2441600,2
9501800,1
2363100,1
3121400,12
2400500,2
9521800,1
2603000,2
6589600,2
9535600,1
9536200,1
5100,36
200500,42
984700,3
7659700,3
70100,4
194300,10
8805100,4
8805300,1
720500,77
1434400,3
130200,2
8818000,2
196600,86
8820900,1
8821600,54
8828700,6
297000,19
2279100,26
387900,9
406200,3
8248300,25
8872500,7
8872700,7
8876500,3
6563600,4
8903700,1
3433600,3
314100,6
3352000,17
619800,461
629000,82
8921500,1
8924200,1
644000,71
2185800,7
8937300,11
4941300,1
724300,1
7346500,1
8957900,1
891200,2
8966600,8
1446400,10
1233900,10
1603100,7
915300,1
8979400,1
1041100,4
2391000,8
7838400,1
9070400,1
1240000,9
1168300,5
23000,9
7255300,11
1049100,15
9106600,1
9106800,1
1342200,1
9119600,1
9140300,5
1434300,4
9163400,1
387200,1
1541000,2
9195500,1
5199300,1
1132600,111
4887900,2
3027100,4
4268700,5
2357900,3
998000,1
2153100,10
1716300,1
9259000,1
688300,17
1826000,1
3045300,1
9304900,1
1847200,11
1875700,1
9336400,3
9349900,6
1175100,1
9361000,4
1738000,4
9371500,1
9379000,1
9386300,1
2808900,3
9390700,1
2129500,1
2142300,1
2150400,33
7402000,2
2481500,8
1816400,1
8243800,1
2125000,4
2281200,1
5618100,10
4441800,3
2329400,6
9506100,1
9517300,1
2413900,1
2418400,1
2419500,1
2421400,1
9535200,1
2308100,1
3588200,5878
8766900,723
1084300,2
16800,60
8770200,2
39300,1
4669000,5
1376800,49
79700,162
8800900,1
8801800,1
8537300,28
216800,132
226900,34
289400,8
454300,1
8886100,1
8897600,8
563200,1
595600,3
616500,15
8916500,8
8921400,1
5615500,1
8930000,1
743500,1
747000,1
747800,2
8970900,7
920200,1
931500,11
8981600,2
1952600,3
3309500,53
965000,2
967800,3
1432200,5
4392200,21
106300,8
1032100,2
9024600,1
1788200,3
1083900,2
9047200,12
9050800,1
9051000,1
7358900,2
7291200,6
9091400,1
3585800,2
1324700,16
9123600,1
1384900,1
1392900,10
1419500,5
9161300,1
2171400,13
1452400,10
9167500,3
9177100,1
1842600,6
1482400,2
187900,1
4902500,9
9189000,1
9190400,1
9195400,1
9197100,1
9201700,1
9203200,2
9216300,16
374700,5
1206000,1
9231300,5
9253200,7
9254800,2
977600,3
7392200,1
8352800,4
9275800,2
189400,2
1795900,1
482400,4
57100,3
9294200,1
851400,2
1836100,1
1845800,1
1863300,1
9312400,1
1895900,1
1898700,5
9328700,1
1943800,4
4854600,9
500000,1
9337500,1
3148800,1
1984200,2
3543800,8
9387900,9
9404000,1
9416500,1
2151500,2
9424900,1
9425600,1
6599800,5
9460400,1
9472800,2
2291700,2
1208500,28
9481600,1
479300,1
